"Entity ID","Common Name","Scientific Name","Where Listed","Species Group","FWS Lead Region","ESA Listing Status","Critical Habitat Type","Federal Register Publication","Critical Habitat Shapefile","tsn","Acres and Miles"
"9802","mucket, salina","Potamilus metnecktayi","Wherever found","Clams","Region 2","Proposed Endangered","Proposed","Federal Register (2023-07-25)","Download","906932","2666.1 acres"
"9929","mallow, Gierisch","Sphaeralcea gierischii","Wherever found","Flowering Plants","Region 2","Endangered","Final","Federal Register (2013-08-13)","Download","845826","12453.9 acres"
"9943","salamander, Reticulated flatwoods","Ambystoma bishopi","Wherever found","Amphibians","Region 4","Endangered","Final","Federal Register (2009-02-10)","Download","775866","3820.7 acres"
"9951","Haha","Cyanea dolichopoda","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","507714","1026.6 acres"
"9952","Haha","Cyanea kolekoleensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","506925","4992.8 acres"
"9953","Haiwale","Cyrtandra paliku","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","828426","1026.6 acres"
"9954","Naenae","Dubautia kalalauensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","780679","14275.3 acres"
"9955","Naenae","Dubautia kenwoodii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","780292","2619.8 acres"
"9956","No common name","Lysimachia iniki","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","836182","1026.6 acres"
"9957","No common name","Lysimachia pendens","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","836171","1026.6 acres"
"9958","No common name","Lysimachia scopulensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","836172","707.3 acres"
"9959","Kolea","Myrsine knudsenii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","23913","2939.3 acres"
"9960","No common name","Phyllostegia renovans","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","832862","19279.4 acres"
"9961","No common name","Polyscias flynnii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","822361","22220.1 acres"
"9962","No common name","Doryopteris angelica","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","897685","2619.8 acres"
"9963","aumakua, Palapalai","Dryopteris crinalis var. podosorus","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","897629","14275.3 acres"
"9965","Thistle, Wright's marsh","Cirsium wrightii","","Flowering Plants","Region 2","Threatened","Final","Federal Register (2023-04-25)","Download","36430","152.2 acres"
"9967","Fawnsfoot, Texas","Truncilla macrodon","Wherever found","Clams","Region 2","Threatened","Final","Federal Register (2024-06-04)","Download","80168","3140.9 acres"
"9968","pimpleback, Texas","Cyclonaias petrina","Wherever found","Clams","Region 2","Endangered","Final","Federal Register (2024-06-04)","Download","1158201","6373.7 acres"
"10007","butterfly, Puerto Rican harlequin","Atlantea tulita","Wherever found","Insects","Region 4","Threatened","Final","Federal Register (2022-12-01)","Download","1090146","41229.7 acres"
"10012","Smelt, Longfin","Spirinchus thaleichthys","San Francisco Bay-Delta DPS","Fishes","Region 8","Endangered","Proposed","Federal Register (2025-01-15)","","162049",""
"10035","Hellbender, Eastern","Cryptobranchus alleganiensis alleganiensis","Wherever found","Amphibians","Region 3","Proposed Endangered","Not Prudent","Federal Register (2024-12-13)","","173587",""
"10038","Fatmucket, Texas","Lampsilis bracteata","Wherever found","Clams","Region 2","Endangered","Final","Federal Register (2024-06-04)","Download","80000","7176.2 acres"
"10043","Bat, Northern long-eared","Myotis septentrionalis","Wherever found","Mammals","Region 3","Endangered","Not Prudent","Federal Register (2016-04-27)","","180000",""
"10060","Darter, Kentucky arrow","Etheostoma spilotum","Wherever found","Fishes","Region 4","Threatened","Final","Federal Register (2016-10-05)","Download","913906","1564.5 acres; 247.4 miles"
"10073","`I`iwi","Drepanis coccinea","Wherever found","Birds","Region 1","Threatened","Proposed","Federal Register (2022-12-28)","Download","179603","275531.2 acres"
"10076","Monkeyflower, Vandenberg","Diplacus vandenbergensis","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2015-08-11)","Download","-1271","5755.7 acres"
"10077","salmon Atlantic","Salmo salar","Gulf of Maine DPS","Fishes","Region 5","Endangered","Final","Federal Register (2009-06-19)","Download","161996","6081598.5 acres"
"10078","Marten, Pacific","Martes caurina","Wherever found","Mammals","Region 8","Threatened","Final","Federal Register (2024-05-29)","Download","1086128","1212821.7 acres"
"10147","skipperling, Poweshiek","Oarisma poweshiek","Wherever found","Insects","Region 3","Endangered","Final","Federal Register (2015-10-01)","Download","706688","25933.8 acres"
"10151","rockfish, canary","Sebastes pinniger","Puget Sound - Georgia Basin DPS","Fishes","NOAA","Threatened","Final","Federal Register (2016-11-02)","","166734",""
"10153","rockfish, yelloweye","Sebastes ruberrimus","Puget Sound - Georgia Basin DPS","Fishes","NOAA","Threatened","Final","Federal Register (2016-11-02)","","166740",""
"10222","haha","Cyanea duvalliorum","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","845357","37234.5 acres"
"10223","nui, haha","Cyanea horrida","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34707","34432.2 acres"
"10224","haha","Cyanea magnicalyx","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","845368","7018.4 acres"
"10225","haha","Cyanea maritae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","845369","37234.5 acres"
"10226","haha","Cyanea mauiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Exempted or Excluded please see Federal Register Document","565112","0 Acres or Miles"
"10227","haha","Cyanea munroi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","565113","4241.5 acres"
"10228","haiwale","Cyrtandra ferripilosa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","828696","32120.2 acres"
"10229","Bean, sea","Mucuna persericea","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","820993","16102.6 acres"
"10230","No common name","Phyllostegia haliakalae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","832855","48298.8 acres"
"10231","No common name","Phyllostegia pilosa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","832860","34993.9 acres"
"10232","No common name","Schiedea jacobii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","823581","21126.4 acres"
"10233","No common name","Schiedea laui","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","823603","5107.6 acres"
"10234","No common name","Stenogyne kauaulaensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","832912","537.7 acres"
"10235","No common name","Festuca molokaiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","-517","8758.3 acres"
"10290","spineflower, Robust","Chorizanthe robusta var. robusta","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2002-05-28)","Download","527356","468.5 acres"
"10383","Bumble bee, Rusty patched","Bombus affinis","Wherever found","Insects","Region 3","Endangered","Proposed","Federal Register (2024-11-26)","Download","714782","1640963.6 acres"
"10479","No common name","Bidens hillebrandiana ssp. hillebrandiana","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","523683","165.4 acres"
"10480","No common name","Cyrtandra nanawaleensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","828554","14617.0 acres"
"10481","No common name","Cyrtandra wagneri","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","828013","15668.9 acres"
"10483","No common name","Schiedea diffusa ssp. macraei","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","823661","91785.0 acres"
"10485","Sea turtle, green","Chelonia mydas","Central North Pacific DPS","Reptiles","Region 1","Threatened","Proposed","Federal Register (2023-07-19)","Download","173833","2248.2 acres"
"10517","Frog, Sierra Nevada Yellow-legged","Rana sierrae","Wherever found","Amphibians","Region 8","Endangered","Final","Federal Register (2016-08-26)","Download","775211","1089201.8 acres"
"10527","Skink, Culebra","Spondylurus culebrae","Wherever found","Reptiles","Region 4","Proposed Threatened","Proposed","Federal Register (2024-12-19)","","1183215",""
"10530","Skink, Lesser Virgin Islands","Spondylurus semitaeniatus","Wherever found","Reptiles","Region 4","Proposed Endangered","Proposed","Federal Register (2024-12-19)","","1183224",""
"10531","Skink, Virgin Islands Bronze","Spondylurus sloanii","Wherever found","Reptiles","Region 4","Proposed Endangered","Proposed","Federal Register (2024-12-19)","","1183045",""
"10532","Skink, Puerto Rican","Spondylurus nitidus","Wherever found","Reptiles","Region 4","Proposed Endangered","Proposed","Federal Register (2024-12-19)","","1183222",""
"10710","butterfly, Monarch","Danaus plexippus","Wherever found","Insects","Region 3","Proposed Threatened","Proposed","Federal Register (2024-12-12)","Download","117273","4478.6 acres"
"10757","crayfish, Slenderclaw","Cambarus cracens","Wherever found","Crustaceans","Region 4","Endangered","Final","Federal Register (2021-09-08)","Download","97356","422.8 acres"
"10771","crayfish, Brawleys Fork","Cambarus williami","Wherever found","Crustaceans","Region 4","Proposed Threatened","Proposed","Federal Register (2023-08-22)","Download","650381","1322.2 acres"
"10823","darter, Sickle","Percina williamsi","Wherever found","Fishes","Region 4","Threatened","Proposed","Federal Register (2023-01-24)","Download","1118253","1216.7 acres"
"10829","elktoe, Southern","Alasmidonta triangulata","Wherever found","Clams","Region 4","Proposed Endangered","Proposed","Federal Register (2023-06-21)","Download","79925","25397.1 acres"
"10837","hickorynut, Round","Obovaria subrotunda","Wherever found","Clams","Region 3","Threatened","Final","Federal Register (2023-03-09)","Download","80174","18663.5 acres"
"10838","Longsolid","Fusconaia subrotunda","Wherever found","Clams","Region 4","Threatened","Final","Federal Register (2023-03-09)","Download","80051","31047.9 acres"
"10909","Tiger beetle, Miami","Cicindelidia floridana","Wherever found","Insects","Region 4","Endangered","Final","Federal Register (2023-05-23)","Download","-1270","1867.6 acres"
"11016","moss, South Llano Springs","Donrichardsia macroneuron","Wherever found","Lichens","Region 2","Endangered","Final","Federal Register (2023-04-27)","Exempted or Excluded please see Federal Register Document","16232","0 Acres or Miles"
"11017","False Foxglove, Navasota","Agalinis navasotensis","Wherever found","Flowering Plants","Region 2","Proposed Endangered","Proposed","Federal Register (2023-06-13)","Download","508045","13.4 acres"
"11023","paintbrush, swale","Castilleja ornata","","Flowering Plants","Region 2","Endangered","Not Prudent","Federal Register (2024-12-05)","","508046",""
"11099","Pigtoe, Louisiana","Pleurobema riddellii","Wherever found","Clams","Region 2","Proposed Threatened","Proposed","Federal Register (2023-03-20)","Download","80128","14362.3 acres"
"11175","Sea turtle, green","Chelonia mydas","Central South Pacific DPS","Reptiles","Region 1","Endangered","Proposed","Federal Register (2023-07-19)","Download","173833","249.4 acres"
"11176","Sea turtle, green","Chelonia mydas","Central West Pacific DPS","Reptiles","Region 1","Endangered","Proposed","Federal Register (2023-07-19)","Download","173833","293.2 acres"
"11192","Sea turtle, green","Chelonia mydas","North Atlantic DPS","Reptiles","Region 4","Threatened","Proposed","Federal Register (2023-07-19)","Download","173833","5805.7 acres"
"11193","Sea turtle, green","Chelonia mydas","South Atlantic DPS","Reptiles","Region 4","Threatened","Proposed","Federal Register (2023-07-19)","Download","173833","112.6 acres"
"11201","Crayfish, Guyandotte River","Cambarus veteranus","Wherever found","Crustaceans","Region 5","Endangered","Final","Federal Register (2022-03-15)","Download","97414","690.0 acres; 77.1 miles"
"11365","Bat, Tricolored","Perimyotis subflavus","Wherever found","Mammals","Region 5","Proposed Endangered","Not Prudent","Federal Register (2022-09-14)","","947299",""
"11468","Toad, Dixie Valley","Anaxyrus williamsi","","Amphibians","Region 8","Endangered","Proposed","Federal Register (2024-05-30)","Download","1104083","919.3 acres"
"11513","eryngo, Arizona","Eryngium sparganophyllum","","Flowering Plants","Region 2","Endangered","Final","Federal Register (2022-06-10)","Download","29504","10.6 acres"
"11563","Crayfish, Big Creek","Faxonius peruncus","","Crustaceans","Region 3","Threatened","Critical Habitat Plot Points","Federal Register (2023-04-27)","Download","1133756","8180.4 acres"
"11563","Crayfish, Big Creek","Faxonius peruncus","","Crustaceans","Region 3","Threatened","Critical Habitat Plot Points","Federal Register (2023-04-27)","Download","1133756","8180.4 acres"
"11564","Crayfish, St. Francis River","Faxonius quadruncus","","Crustaceans","Region 3","Threatened","Final","Federal Register (2023-04-27)","Download","1133767","8180.4 acres"
"11564","Crayfish, St. Francis River","Faxonius quadruncus","","Crustaceans","Region 3","Threatened","Final","Federal Register (2023-04-27)","Download","1133767","8180.4 acres"
"11569","Hellbender, Eastern","Cryptobranchus alleganiensis alleganiensis","Missouri DPS","Amphibians","Region 3","Endangered","Not Prudent","Federal Register (2021-03-09)","","173587",""
"11577","Orb, Guadalupe","Cyclonaias necki","","Clams","Region 2","Endangered","Final","Federal Register (2024-06-04)","Download","1158199","3767.1 acres"
"11578","Fatmucket, Guadalupe","Lampsilis bergmanni","","Clams","Region 2","Endangered","Final","Federal Register (2024-06-04)","Download","1216662","989.8 acres"
"11653","Fisher","Pekania pennanti","SSN DPS","Mammals","Region 8","Endangered","Proposed","Federal Register (2022-11-07)","Download","1086061","595452.9 acres"
"11656","Fanshell, Ouachita","Cyprogenia sp. cf. aberti","","Clams","Region 4","Threatened","Final","Federal Register (2023-06-27)","Download","-1507","13130.5 acres"
"11662","Madtom, frecklebelly","Noturus munitus","Upper Coosa River DPS","Fishes","Region 4","Threatened","Final","Federal Register (2023-03-02)","Download","164021","1733.2 acres"
"11666","Pygmy-owl, cactus ferruginous","Glaucidium brasilianum cactorum","Wherever found","Birds","Region 2","Threatened","Proposed","Federal Register (2002-11-27)","","177909",""
"11666","Pygmy-owl, cactus ferruginous","Glaucidium brasilianum cactorum","Wherever found","Birds","Region 2","Threatened","Final","Federal Register (1999-07-12)","","177909",""
"11676","spike, Balcones","Fusconaia iheringi","","Clams","Region 2","Endangered","Final","Federal Register (2024-06-04)","Download","1216660","1818.6 acres"
"11683","Frog, foothill yellow-legged","Rana boylii","Central Coast Distinct Population Segment (Central Coast DPS)","Amphibians","Region 8","Threatened","Proposed","Federal Register (2025-01-14)","Download","173449","248996.0 acres"
"11684","Frog, foothill yellow-legged","Rana boylii","South Coast Distinct Population Segment (South Coast DPS)","Amphibians","Region 8","Endangered","Proposed","Federal Register (2025-01-14)","Download","173449","9994.4 acres"
"11685","Frog, foothill yellow-legged","Rana boylii","South Sierra Distinct Population Segment (South Sierra DPS)","Amphibians","Region 8","Endangered","Proposed","Federal Register (2025-01-14)","Download","173449","305606.8 acres"
"11686","Frog, foothill yellow-legged","Rana boylii","North Feather Distinct Population Segment (North Feather DPS)","Amphibians","Region 8","Threatened","Proposed","Federal Register (2025-01-14)","Download","173449","191037.2 acres"
"5067","Butterfly, Bartram's hairstreak","Strymon acis bartrami","Wherever found","Insects","Region 4","Endangered","Final","Federal Register (2014-08-12)","Download","778794","11396.5 acres"
"8083","Butterfly, Florida leafwing","Anaea troglodyta floridalis","Wherever found","Insects","Region 4","Endangered","Final","Federal Register (2014-08-12)","Download","779461","10436.8 acres"
"8336","Thoroughwort, Cape Sable","Chromolaena frustrata","","Flowering Plants","Region 4","Endangered","Final","Federal Register (2014-01-08)","Download","37032","10231.4 acres"
"1525","Cactus, Florida semaphore","Consolea corallicola","","Flowering Plants","Region 4","Endangered","Final","Federal Register (2016-01-22)","Download","511287","4382.8 acres"
"7206","Flax, Carter's small-flowered","Linum carteri carteri","","Flowering Plants","Region 4","Endangered","Final","Federal Register (2015-08-17)","Download","528813","2591.6 acres"
"4420","Brickell-bush, Florida","Brickellia mosieri","","Flowering Plants","Region 4","Endangered","Final","Federal Register (2015-08-17)","Download","36887","2570.1 acres"
"2211","Prickly-apple, aboriginal","Harrisia (=Cereus) aboriginum (=gracilis)","","Flowering Plants","Region 4","Endangered","Final","Federal Register (2016-01-22)","Download","195400","3352.7 acres"
"288","Sucker, Lost River","Deltistes luxatus","Wherever found","Fishes","Region 8","Endangered","Final","Federal Register (2012-12-11)","Download","163970","121691.5 acres; 139.5 miles"
"291","Sucker, shortnose","Chasmistes brevirostris","Wherever found","Fishes","Region 8","Endangered","Final","Federal Register (2012-12-11)","Download","163961","123667.0 acres; 129.4 miles"
